customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
QQ90441,nevada,13770.97618,yes,premium,high school or below,2011-02-01,employed,f,59207,suburban,single,116,23,21,0,2,personal auto,personal l1,offer1,agent,556.8,four-door car,medsize,0,Steady Eddies
HU35721,oregon,2876.822941,no,basic,high school or below,2011-02-14,employed,m,40171,suburban,divorced,73,8,78,0,1,personal auto,personal l3,offer4,agent,350.4,four-door car,medsize,2,Riskmakers
XH85336,washington,5548.031892,yes,basic,bachelor,2011-01-13,employed,m,67798,suburban,divorced,69,1,78,0,9,personal auto,personal l3,offer1,agent,331.2,four-door car,medsize,1,High Rollers
ZH17561,washington,5097.526248,no,extended,bachelor,2011-01-24,medical leave,f,21665,suburban,divorced,136,0,25,0,1,corporate auto,corporate l2,offer1,branch,765.709629,suv,medsize,0,Steady Eddies
AG85615,oregon,24143.87556,no,extended,college,2011-01-17,unemployed,m,0,suburban,single,87,9,75,0,2,special auto,special l1,offer1,web,626.4,four-door car,medsize,0,Steady Eddies
OY74069,arizona,3538.059456,no,basic,college,2011-01-15,unemployed,f,0,suburban,single,67,12,67,5,7,personal auto,personal l2,offer4,call center,321.6,four-door car,medsize,1,High Rollers
DJ91267,nevada,29091.23936,no,extended,bachelor,2011-02-18,employed,f,34226,rural,married,244,29,22,0,2,personal auto,personal l3,offer1,agent,494.395024,luxury suv,small,3,Fresh Starts
KB72438,california,19834.20115,no,extended,high school or below,2011-01-06,employed,f,65989,rural,married,123,4,43,1,2,personal auto,personal l3,offer3,call center,115.545086,suv,medsize,2,Riskmakers
TR67616,oregon,4731.366975,no,basic,high school or below,2011-01-14,employed,m,30686,rural,single,61,22,45,0,3,corporate auto,corporate l3,offer2,web,19.938981,four-door car,medsize,2,Riskmakers
GF65731,california,35537.846,no,basic,master,2011-02-06,unemployed,f,0,suburban,married,113,15,6,0,2,personal auto,personal l3,offer1,call center,799.926741,sports car,large,0,Steady Eddies
HB67642,arizona,34611.37896,yes,basic,high school or below,2011-01-14,employed,f,20090,suburban,married,109,10,59,0,2,personal auto,personal l1,offer2,agent,523.2,sports car,medsize,0,Steady Eddies
DP84567,california,20216.30883,no,basic,high school or below,2011-01-24,unemployed,m,0,suburban,married,183,6,16,0,2,personal auto,personal l1,offer3,agent,878.4,luxury suv,large,3,Fresh Starts
VV77534,oregon,13976.51925,no,premium,college,2011-01-26,employed,m,77094,urban,married,176,25,29,0,5,personal auto,personal l3,offer3,call center,444.470676,suv,medsize,0,Steady Eddies
GL67540,california,5904.088162,no,basic,college,2011-01-15,employed,f,97413,urban,married,73,21,80,0,6,personal auto,personal l3,offer1,agent,268.819985,four-door car,medsize,1,High Rollers
SV50502,oregon,5595.835041,no,basic,master,2011-01-22,employed,f,79189,suburban,married,69,6,97,0,4,corporate auto,corporate l2,offer4,branch,331.2,four-door car,medsize,2,Riskmakers
UK59698,california,2294.303629,no,basic,high school or below,2011-02-09,unemployed,f,0,suburban,divorced,62,5,31,0,1,personal auto,personal l3,offer3,branch,297.6,two-door car,medsize,2,Riskmakers
OA57352,arizona,6273.911874,yes,extended,college,2011-02-16,retired,f,18577,suburban,divorced,86,21,76,0,6,personal auto,personal l2,offer1,branch,412.8,four-door car,medsize,1,High Rollers
ZF84449,oregon,3726.727996,no,basic,college,2011-02-26,unemployed,f,0,suburban,single,112,7,34,1,1,special auto,special l1,offer1,agent,806.4,sports car,medsize,0,Steady Eddies
VH31965,washington,5285.118669,no,basic,bachelor,2011-01-24,employed,m,40783,suburban,married,67,13,43,1,9,personal auto,personal l1,offer1,call center,321.6,four-door car,medsize,1,High Rollers
HG39060,oregon,5110.680779,no,basic,bachelor,2011-01-28,unemployed,m,0,suburban,single,74,34,51,0,4,corporate auto,corporate l2,offer1,call center,532.8,four-door car,medsize,0,Steady Eddies
EM29359,nevada,7126.596501,no,basic,college,2011-02-03,medical leave,m,17483,suburban,married,183,24,63,0,1,personal auto,personal l1,offer2,web,1317.6,luxury car,large,3,Fresh Starts
SF57173,oregon,4601.634099,no,basic,master,2011-01-27,employed,m,84394,suburban,married,114,9,38,0,1,personal auto,personal l3,offer4,agent,691.412378,suv,medsize,0,Steady Eddies
OT47603,oregon,9155.239699,no,extended,college,2011-02-04,unemployed,m,0,suburban,married,127,3,93,0,3,personal auto,personal l2,offer2,agent,804.811859,sports car,medsize,0,Steady Eddies
SW31412,oregon,14808.05624,no,basic,college,2011-02-22,employed,f,41440,suburban,married,62,20,80,1,2,personal auto,personal l3,offer3,agent,297.6,four-door car,small,2,Riskmakers
JS36322,arizona,8901.678357,no,extended,high school or below,2011-01-19,unemployed,m,0,suburban,single,136,14,69,1,8,personal auto,personal l3,offer1,agent,1090.86434,sports car,small,3,Fresh Starts
RE81445,oregon,5734.598243,no,basic,college,2011-01-05,employed,f,98132,rural,married,71,10,61,0,3,personal auto,personal l2,offer3,branch,50.587035,two-door car,medsize,2,Riskmakers
RM24280,oregon,4177.696973,no,premium,high school or below,2011-02-03,unemployed,f,0,suburban,married,112,4,49,0,1,personal auto,personal l2,offer3,agent,537.6,four-door car,medsize,0,Steady Eddies
LC25393,california,27776.28906,no,extended,bachelor,2011-01-18,employed,m,88220,rural,married,230,28,63,0,2,personal auto,personal l3,offer1,call center,151.528482,luxury car,small,0,Steady Eddies
UX38930,arizona,10364.34749,no,extended,master,2011-01-09,employed,f,58327,urban,married,129,31,5,0,3,personal auto,personal l3,offer2,branch,347.075948,suv,medsize,0,Steady Eddies
HD95496,oregon,7851.901368,no,basic,master,2011-02-03,employed,m,25950,urban,married,66,27,1,0,2,personal auto,personal l1,offer4,agent,271.697529,two-door car,medsize,2,Riskmakers
RX24650,oregon,4772.943848,yes,extended,high school or below,2011-02-18,retired,m,20993,suburban,divorced,133,35,90,0,1,corporate auto,corporate l3,offer2,agent,638.4,suv,medsize,0,Steady Eddies
DW19309,oregon,14226.50485,no,premium,high school or below,2011-01-08,employed,m,65726,suburban,married,177,35,90,0,7,corporate auto,corporate l1,offer1,agent,849.6,suv,medsize,3,Fresh Starts
EG48956,washington,4031.104947,no,basic,college,2011-02-07,unemployed,m,0,suburban,married,63,35,59,3,3,personal auto,personal l2,offer2,call center,639.45899,two-door car,large,0,Steady Eddies
UF88986,washington,2794.907476,no,basic,college,2011-01-22,employed,f,39783,suburban,single,72,28,43,0,1,personal auto,personal l1,offer1,branch,345.6,two-door car,medsize,2,Riskmakers
DB42794,california,4362.931238,yes,premium,college,2011-01-03,employed,m,58842,suburban,married,110,6,74,0,1,personal auto,personal l1,offer2,branch,528.0,four-door car,medsize,0,Steady Eddies
JB50798,oregon,9624.524417,no,extended,master,2011-01-20,employed,f,25629,suburban,single,124,3,70,2,6,corporate auto,corporate l3,offer2,agent,595.2,sports car,medsize,1,High Rollers
JY45873,washington,5015.009472,yes,extended,bachelor,2011-02-03,employed,f,48567,suburban,single,130,12,15,0,1,corporate auto,corporate l2,offer2,agent,624.0,suv,medsize,0,Steady Eddies
TE35785,california,6948.422239,no,basic,doctor,2011-02-07,unemployed,m,0,suburban,married,196,0,73,2,1,personal auto,personal l3,offer1,branch,1337.063487,luxury suv,large,3,Fresh Starts
CM55703,washington,2896.918767,no,basic,college,2011-02-09,employed,f,33746,suburban,divorced,74,1,6,1,1,personal auto,personal l3,offer1,agent,355.2,two-door car,medsize,2,Riskmakers
QN65180,oregon,21903.91364,no,extended,bachelor,2011-02-26,employed,f,22254,rural,married,79,22,75,0,2,personal auto,personal l1,offer3,call center,125.194389,four-door car,large,2,Riskmakers
GE47180,nevada,9028.821403,no,basic,high school or below,2011-02-14,employed,m,65974,rural,married,113,3,43,0,3,personal auto,personal l3,offer3,agent,235.220971,sports car,medsize,2,Riskmakers
VQ38776,oregon,5303.759534,no,extended,college,2011-01-02,unemployed,f,0,suburban,single,76,18,63,0,3,personal auto,personal l3,offer2,agent,395.34111,four-door car,large,2,Riskmakers
ZY90118,washington,4165.354461,no,premium,college,2011-01-03,medical leave,m,17161,suburban,married,113,1,22,1,1,corporate auto,corporate l1,offer1,call center,542.4,four-door car,small,0,Steady Eddies
IN17648,nevada,5123.768112,no,basic,high school or below,2011-02-27,unemployed,m,0,suburban,single,74,1,62,0,7,personal auto,personal l1,offer1,agent,772.798511,two-door car,medsize,1,High Rollers
DF95759,oregon,9492.342964,no,extended,college,2011-01-15,unemployed,m,0,suburban,married,132,9,85,0,6,personal auto,personal l3,offer2,agent,633.6,suv,medsize,0,Steady Eddies
QG45324,oregon,8204.863191,no,basic,high school or below,2011-01-02,unemployed,f,0,suburban,married,73,9,14,0,2,personal auto,personal l2,offer1,agent,350.4,four-door car,medsize,2,Riskmakers
MN61620,arizona,9877.295699,no,extended,college,2011-01-31,employed,f,67752,rural,single,131,4,40,4,9,personal auto,personal l2,offer1,web,168.517149,sports car,small,1,High Rollers
YH86390,california,4815.009736,no,basic,bachelor,2011-01-16,disabled,f,25398,suburban,divorced,64,30,80,0,6,corporate auto,corporate l3,offer2,agent,307.2,four-door car,medsize,1,High Rollers
FY13480,california,6277.011679,no,extended,high school or below,2011-02-18,unemployed,m,0,suburban,single,88,30,19,0,4,personal auto,personal l3,offer1,web,633.6,four-door car,medsize,0,Steady Eddies
YH61661,california,8260.639809,no,basic,high school or below,2011-01-02,employed,m,33321,suburban,married,105,6,2,0,3,special auto,special l1,offer2,branch,504.0,suv,medsize,0,Steady Eddies
NL93182,nevada,2549.450038,no,extended,bachelor,2011-01-20,unemployed,m,0,suburban,single,78,13,32,0,1,corporate auto,corporate l3,offer2,web,845.654042,four-door car,small,0,Steady Eddies
UM45563,washington,4502.679656,no,basic,bachelor,2011-01-27,employed,m,68798,rural,single,114,19,69,0,1,personal auto,personal l2,offer2,call center,92.915251,suv,medsize,2,Riskmakers
WE68644,oregon,3803.921781,no,basic,bachelor,2011-01-26,medical leave,f,20325,suburban,married,100,4,6,0,1,personal auto,personal l3,offer1,branch,668.29397,sports car,medsize,0,Steady Eddies
EZ30498,oregon,8635.4035,no,basic,bachelor,2011-02-15,medical leave,m,13129,suburban,married,117,15,93,0,6,personal auto,personal l3,offer1,web,700.901632,suv,medsize,0,Steady Eddies
QY74517,oregon,5510.558964,no,basic,high school or below,2011-01-07,unemployed,f,0,suburban,single,73,24,57,0,4,personal auto,personal l3,offer1,branch,525.6,four-door car,large,0,Steady Eddies
NM88660,nevada,3585.884123,no,extended,master,2011-01-10,employed,m,49080,rural,single,91,14,68,0,1,corporate auto,corporate l2,offer1,agent,25.299,four-door car,small,2,Riskmakers
MZ82036,nevada,4889.25278,no,basic,college,2011-02-20,employed,m,42536,suburban,divorced,63,30,57,0,6,personal auto,personal l1,offer2,branch,375.330097,four-door car,medsize,1,High Rollers
ID20929,oregon,2756.941661,no,basic,bachelor,2011-01-18,medical leave,m,29926,suburban,divorced,74,25,34,0,1,corporate auto,corporate l1,offer1,branch,418.233667,four-door car,medsize,2,Riskmakers
EY50028,nevada,3289.547398,no,extended,doctor,2011-01-24,unemployed,m,0,urban,married,86,5,55,0,1,corporate auto,corporate l3,offer2,agent,398.240791,two-door car,medsize,2,Riskmakers
TT82373,california,10937.1785,no,extended,bachelor,2011-01-08,employed,f,21450,suburban,married,138,15,35,0,4,personal auto,personal l2,offer1,branch,938.513425,sports car,medsize,3,Fresh Starts
OH64088,california,7375.567916,no,basic,high school or below,2011-02-09,employed,m,33345,suburban,single,65,32,52,0,2,corporate auto,corporate l1,offer1,agent,338.619869,four-door car,medsize,2,Riskmakers
SK97780,california,10110.77818,no,extended,bachelor,2011-02-16,medical leave,f,15752,urban,married,90,27,37,0,2,corporate auto,corporate l3,offer1,branch,339.344531,two-door car,large,2,Riskmakers
IO33050,oregon,5119.414293,no,basic,high school or below,2011-01-10,employed,f,40169,urban,divorced,65,1,47,1,3,personal auto,personal l3,offer1,call center,302.818833,four-door car,medsize,2,Riskmakers
XA55917,california,8533.832013,no,basic,college,2011-02-28,disabled,f,26049,suburban,married,113,10,15,1,9,personal auto,personal l1,offer1,web,619.165344,suv,medsize,1,High Rollers
JK32620,nevada,2224.768,no,basic,college,2011-01-22,unemployed,m,0,suburban,single,68,3,4,0,1,personal auto,personal l3,offer2,web,326.4,four-door car,medsize,2,Riskmakers
RQ19236,arizona,8042.803784,no,basic,doctor,2011-01-05,employed,m,55411,urban,married,100,24,53,0,4,personal auto,personal l2,offer2,web,259.561195,sports car,medsize,2,Riskmakers
QC47433,oregon,2554.437138,no,basic,college,2011-01-21,medical leave,m,12459,suburban,married,70,4,41,0,1,personal auto,personal l2,offer2,branch,336.0,four-door car,small,2,Riskmakers
RA93608,oregon,18073.93999,no,extended,bachelor,2011-01-24,employed,m,64620,suburban,married,76,24,32,1,2,personal auto,personal l2,offer1,agent,364.8,two-door car,small,2,Riskmakers
XH97711,california,2430.506586,no,basic,bachelor,2011-01-14,employed,m,83140,urban,married,61,25,70,0,1,corporate auto,corporate l3,offer4,agent,179.161843,four-door car,medsize,2,Riskmakers
AU96286,oregon,3167.658442,no,extended,bachelor,2011-01-19,unemployed,f,0,suburban,single,92,20,50,0,1,corporate auto,corporate l1,offer4,web,662.4,four-door car,medsize,0,Steady Eddies
KC17170,arizona,5465.603983,no,basic,bachelor,2011-01-31,employed,f,54422,rural,married,68,9,8,0,5,corporate auto,corporate l3,offer1,branch,75.501852,four-door car,medsize,2,Riskmakers
ZN47335,california,10357.51422,no,extended,college,2011-02-16,employed,m,68309,rural,divorced,131,4,67,0,9,corporate auto,corporate l3,offer1,web,306.983596,suv,small,1,High Rollers
EI46264,california,2537.813878,no,basic,high school or below,2011-01-12,employed,m,56621,rural,married,65,27,36,2,1,personal auto,personal l2,offer2,branch,84.026848,four-door car,medsize,2,Riskmakers
EK87864,arizona,2821.947219,no,basic,college,2011-01-06,employed,f,38977,rural,married,70,27,22,0,1,special auto,special l2,offer1,agent,139.489926,four-door car,medsize,2,Riskmakers
GV45403,arizona,7757.128146,no,premium,bachelor,2011-01-23,unemployed,m,0,suburban,divorced,111,32,13,0,3,corporate auto,corporate l2,offer1,branch,607.4459,two-door car,medsize,0,Steady Eddies
QK31192,arizona,4079.132667,no,premium,high school or below,2011-02-18,unemployed,m,0,suburban,married,114,12,43,0,1,corporate auto,corporate l2,offer4,branch,631.124372,two-door car,medsize,0,Steady Eddies
LU89008,arizona,5955.544552,no,extended,college,2011-02-07,unemployed,f,0,suburban,single,83,35,87,0,8,personal auto,personal l3,offer1,agent,628.023494,four-door car,medsize,1,High Rollers
NS10490,oregon,14158.61364,no,basic,bachelor,2011-02-26,employed,f,83235,suburban,married,70,16,33,0,2,personal auto,personal l3,offer2,agent,336.0,two-door car,medsize,2,Riskmakers
KL98495,nevada,8487.238032,no,basic,college,2011-01-05,unemployed,m,0,suburban,married,74,7,93,0,2,personal auto,personal l2,offer1,agent,426.655599,two-door car,medsize,2,Riskmakers
IU96845,arizona,6285.476868,no,extended,college,2011-02-10,employed,m,32390,rural,married,80,20,36,0,8,personal auto,personal l3,offer1,call center,91.417923,four-door car,medsize,1,High Rollers
QL93655,oregon,11473.48149,no,extended,high school or below,2011-01-12,employed,f,66538,urban,married,95,14,64,0,2,personal auto,personal l3,offer2,agent,317.844812,two-door car,medsize,2,Riskmakers
QZ42725,washington,2310.882998,no,basic,bachelor,2011-01-01,unemployed,f,0,suburban,single,64,12,24,0,1,personal auto,personal l3,offer2,agent,460.8,four-door car,medsize,2,Riskmakers
LZ34046,oregon,23594.6802,yes,basic,bachelor,2011-01-31,employed,m,76358,rural,married,66,25,3,0,2,personal auto,personal l1,offer3,agent,86.461582,four-door car,medsize,2,Riskmakers
ZH19885,washington,2514.59196,yes,basic,high school or below,2011-02-14,employed,f,43860,rural,single,65,15,58,0,1,personal auto,personal l3,offer2,agent,156.124914,four-door car,medsize,2,Riskmakers
YE88490,arizona,5380.898636,yes,basic,college,2011-02-24,employed,f,55350,suburban,married,67,0,13,0,9,personal auto,personal l2,offer1,agent,321.6,four-door car,medsize,1,High Rollers
YC80498,california,4770.550911,yes,basic,college,2011-02-01,medical leave,f,12964,suburban,single,65,2,37,0,4,personal auto,personal l1,offer1,web,362.774545,two-door car,medsize,2,Riskmakers
AI85843,arizona,6756.651404,no,extended,master,2011-01-06,employed,f,33288,urban,married,86,1,27,2,9,personal auto,personal l3,offer1,branch,221.856184,four-door car,medsize,1,High Rollers
XD66024,arizona,5936.011773,no,extended,college,2011-01-27,unemployed,f,0,suburban,single,84,31,25,0,3,personal auto,personal l3,offer3,call center,980.169081,four-door car,medsize,0,Steady Eddies
FY51713,arizona,3570.760509,no,extended,bachelor,2011-01-07,employed,f,56168,suburban,married,88,13,20,0,1,personal auto,personal l1,offer1,branch,614.675906,four-door car,small,0,Steady Eddies
PH26378,california,6019.960469,no,extended,college,2011-01-31,unemployed,m,0,suburban,single,92,3,28,0,4,personal auto,personal l3,offer1,agent,662.4,four-door car,medsize,0,Steady Eddies
